lon,lat,campground_code,campground_name,type,phone_number,dates_open,comments,num_campsite,amenities,state,bearing_to_town,nearest_town,toilets,drinking_water,reservations,showers,pets,opening_week,closing_week,elevation_m,distance_to_town_km
-111.398,35.023,FORK,Forked Pine,NF,928-774-1147/928-527-3600,NA,NA,25,NH ND 16ft VT DW NS NR,AZ,SE,Flagstaff,vault,TRUE,FALSE,FALSE,NA,NA,NA,2171,29.61
-111.693,35.142,FORT,Fort Tuthill County Park,CP,NA,NA,take Amex,NA,WES ND NS,AZ,SW,Flagstaff,NA,NA,NA,FALSE,NA,NA,NA,2132,8.21
-111.693,35.139,FORT,Fort Tuthill Military - Luke AFB,MIL,928-774-8893,NA,military only - do not use our lat/lon - contact them for directions and info,NA,E ND FT DW NS RS L$,AZ,SW,Flagstaff,flush,TRUE,TRUE,FALSE,NA,NA,NA,2134,8.53
-114.453,32.724,FORP,Fortuna Pond,BLM,NA,NA,no facil,NA,NH ND NT NW NS NR N$,AZ,E,Yuma,none,FALSE,FALSE,FALSE,NA,NA,NA,NA,16.74
-110.342,32.833,FOUR,Fourmile Canyon,BLM,NA,NA,NA,10,30ft FT DW NR,AZ,W,Klondyke,flush,TRUE,FALSE,NA,NA,NA,NA,1063,0.97
-109.487,33.929,GABA,Gabaldon,NF,NA,NA,NA,NA,NH ND 16ft VT NW NS NR,AZ,SW,Eager,vault,FALSE,FALSE,FALSE,NA,NA,NA,2884,27.04
-110.329,31.529,GARD,Garden Canyon  Military - Fort Huachuca,MIL,520-533-7085,NA,military only - do not use our lat/lon - contact them for directions and info,NA,E FT DW RS,AZ,W,Sierra Vista,flush,TRUE,TRUE,NA,NA,NA,NA,1488,5.31
-110.685,32.378,GENE,General Hitchcock,NF,520-749-8700/520-388-8300,NA,NA,11,NH ND VT NW NS NR,AZ,NE,Tucson,vault,FALSE,FALSE,FALSE,NA,NA,NA,1831,28.65
-110.712,34.302,GENT,Gentry,NF,928-537-8888/928-333-4301,NA,NA,6,NH ND VT NW NS NR L$,AZ,E,Payson,vault,FALSE,FALSE,FALSE,NA,NA,NA,2357,56.81
-112.73,32.882,GILA,Gila Bend Military,MIL,928-856-5290,NA,military only - do not use our lat/lon - contact them for directions and info,NA,E DP FT DW NS RS,AZ,S,Gila Bend,flush,TRUE,TRUE,FALSE,NA,NA,NA,NA,7.4
-110.787,33.394,GILA,Gila County RV Park,CP,NA,NA,NA,15,WES DP NS,AZ,SW,Globe,NA,NA,NA,FALSE,NA,NA,NA,1069,0
-111.143,32.219,GILB,Gilbert Ray,CP,520-883-4200,NA,NA,130,E DP 45ft FT DW NS,AZ,W,Tucson,flush,TRUE,NA,FALSE,NA,NA,NA,796,20.44
-109.382,33.187,GRAN,Granville,NF,928-687-1301/928-333-4301,mid apr-mid nov,NA,12,NH ND 16ft VT DW NS NR N$,AZ,N,Morenci,vault,TRUE,FALSE,FALSE,NA,15,46,2058,15.93
-111.045,33.641,GRAP,Grapevine Bay,NF,928-467-3201/602-225-5201,NA,NA,40,NH ND DW SH NR,AZ,NW,Globe,NA,TRUE,FALSE,TRUE,NA,NA,NA,700,36.53
-109.413,33.873,GRAY,Grayling,NF,928-333-4372/928-333-4301,mid may-mid nov,NA,23,NH DP 22ft FT DW SH RS PA,AZ,SW,Eagar,flush,TRUE,TRUE,TRUE,TRUE,20,46,2777,28.81
-112.751,32.238,GUNS,Gunsite Wash Dispersed,BLM,NA,NA,dispersed - no facil,NA,NH ND NT NW NS NR,AZ,S,Why,none,FALSE,FALSE,FALSE,NA,NA,NA,547,3.54
-110.964,34.218,HAIG,Haigler Canyon,NF,928-474-7901/602-225-5201,NA,few facilities,14,NH ND 20ft VT NW NS NR,AZ,N,Young,vault,FALSE,FALSE,FALSE,NA,NA,NA,1262,13.04
-109.329,33.636,HANN,Hannagan,NF,928-339-4384/928-333-4301,mid may-mid sep,NA,8,NH ND 16ft VT DW NS NR N$,AZ,SW,Alpine,vault,TRUE,FALSE,FALSE,NA,20,37,2793,29.13
-109.758,33.991,HAWL,Hawley Lake,RES,928-338-4385,NA,NA,100,NH ND VT DW NS,AZ,SE,McNary,vault,TRUE,NA,FALSE,NA,NA,NA,2500,13.04
-112.285,34.17,HAZL,Hazlett Hollow,NF,928-443-8000/928-443-8210,mid may-mid sep,NA,15,NH ND VT DW NS NR,AZ,SE,Crown King,vault,TRUE,FALSE,FALSE,NA,20,37,1825,6.28
-109.234,31.873,HERB,Herb Martyr,NF,520-364-3468/520-388-8300,NA,Tent Only,7,NH ND VT NW NS NR N$,AZ,SW,Portal,vault,FALSE,FALSE,FALSE,NA,NA,NA,1778,9.82
-112.381,34.511,HILL,Hilltop,NF,928-443-8000/928-443-8210,mid apr-mid oct,NA,38,NH ND 40ft VT DW NS NR,AZ,E,Prescott,vault,TRUE,FALSE,FALSE,NA,15,42,1724,8.69
-110.63,35.024,HOMO,Homolovi Ruins State Park,SP,928-289-4106,all year,NA,53,E DP 80ft FT DW SH RS L$,AZ,E,Winslow,flush,TRUE,TRUE,TRUE,NA,1,52,1500,6.12
-109.481,33.475,HONE,Honeymoon,NF,928-687-1301/928-333-4301,mid may-mid sep,NA,4,NH ND 16ft VT DW NS NR N$,AZ,N,Clifton,vault,TRUE,FALSE,FALSE,NA,20,37,1656,50.21
-109.344,33.788,HORS,Horse Springs,NF,928-339-4384/928-333-4301,mid may-mid oct,NA,27,NH ND 32ft VT DW NS NR L$,AZ,W,Alpine,vault,TRUE,FALSE,FALSE,NA,20,42,2335,19.79
-111.717,33.977,HORH,Horseshoe,NF,480-595-3301/602-225-5201,NA,NA,12,NH ND 16ft VT NW NS NR L$,AZ,NE,Carefree,vault,FALSE,FALSE,FALSE,NA,NA,NA,579,25.27
-109.683,34.028,HORC,Horseshoe Cienega,RES,NA,NA,NA,70,NH DP VT DW NS,AZ,E,McNary,vault,TRUE,NA,FALSE,NA,NA,NA,2517,16.74
-109.874,32.666,HOSP,Hospital Flat,NF,928-428-4150/520-388-8300,mid apr-mid nov,NA,10,NH ND VT NW NS NR,AZ,SW,Safford,vault,FALSE,FALSE,FALSE,NA,15,46,2751,24.3
-109.396,32.55,HOTW,Hot Well Dunes,BLM,NA,NA,NA,10,NH ND 35ft VT NW NS NR,AZ,SE,Safford,vault,FALSE,FALSE,FALSE,NA,NA,NA,1110,42.97
-111.32,34.271,HOUS,Houston Mesa,NF,928-474-7901/602-225-5201,early dec-late nov,NA,30,NH DP 30ft FT DW SH RS,AZ,N,Payson,flush,TRUE,TRUE,TRUE,NA,49,47,1537,4.51
-113.879,35.097,HUAL,Hualapai Mountain Park,CP,877-757-0915,NA,NA,70,E DP 35ft FT DW,AZ,SE,Kingman,flush,TRUE,NA,NA,NA,NA,NA,1935,18.83
-110.803,33.324,ICEH,Ice House CCC,NF,NA,NA,NA,7,16ft VT NW NR,AZ,S,Globe,vault,FALSE,FALSE,NA,NA,NA,NA,1397,8.05
-109.161,31.898,IDLE,Idlewilde,NF,520-364-3468/520-388-8300,mid apr-mid nov,NA,9,NH ND 16ft VT DW NS NR L$,AZ,SW,Rodeo  NM,vault,TRUE,FALSE,FALSE,NA,15,46,1513,12.39
-114.489,32.904,IMPE,Imperial Dam Long Term,BLM,NA,NA,wide open area - RV camping,NA,NH DP VT SH NR,AZ,NA,NA,vault,NA,FALSE,TRUE,NA,NA,NA,NA,NA
-112.497,34.479,INDC,Indian Creek,NF,NA,NA,NA,27,NH 32ft DW NR,AZ,S,Prescott,NA,TRUE,FALSE,NA,NA,NA,NA,1765,7.4
-111.239,33.767,INDP,Indian Point,NF,928-467-3201/602-225-5201,NA,NA,54,NH ND 16ft NW NS NR L$,AZ,NW,Roosevelt,NA,FALSE,FALSE,FALSE,NA,NA,NA,666,14.64
-112.214,36.716,JACO,Jacob Lake,NF,928-643-8130/928-635-8200,mid may-mid oct,drive to North Rim,51,NH ND 35ft VT DW NS RS,AZ,NE,Jacob Lake,vault,TRUE,TRUE,FALSE,NA,20,42,2418,0.32
-109.222,31.878,JOHN,John Hands,NF,520-364-3468/520-388-8300,NA,NA,5,VT NW NR,AZ,SW,Rodeo NM,vault,FALSE,FALSE,NA,NA,NA,NA,1716,18.51
-110.643,33.591,JONE,Jones Water,NF,928-402-6201/602-225-5201,NA,NA,12,NH ND 16ft VT NW NS NR N$,AZ,NE,Globe,vault,FALSE,FALSE,FALSE,NA,NA,NA,1293,25.59
-112.157,35.281,KAIB,Kaibab Lake,NF,928-635-5630/928-635-8200,mid may-mid sep,NA,63,NH DP 35ft PT DW NS NR,AZ,NE,Williams,pit,TRUE,FALSE,FALSE,NA,20,37,2090,4.67
-110.347,31.817,KART,Kartchner Caverns State Park,SP,520-586-4100,all year,NA,62,E DP 60ft FT DW SH RS,AZ,S,Benson,flush,TRUE,TRUE,TRUE,NA,1,52,1427,17.54
-114.564,35.222,KATH,Katherine Landing - Lake Mead National Rec Area,NRA,928-754-3245,all year,30 day limit - Res. call 928.754.3245,173,WES 35ft FT DW RS,AZ,N,Bullhead City,flush,TRUE,TRUE,NA,NA,1,52,NA,8.21
-110.204,35.813,KEAM,Keams Canyon Community Park,CP,NA,NA,NA,NA,NA,AZ,W,Keams Canyon,NA,NA,NA,NA,NA,NA,NA,1874,0.8
-111.317,34.436,KEHL,Kehl Springs,NF,928-477-5001/928-527-3600,all year,NA,8,NH ND 22ft VT NW NS NR N$,AZ,S,Clints Well,vault,FALSE,FALSE,FALSE,NA,1,52,2286,13.2
-112.277,34.175,KENT,Kentuck Springs,NF,NA,NA,NA,15,NH ND VT NW NS NR,AZ,SE,Crown King,vault,FALSE,FALSE,FALSE,NA,NA,NA,1841,6.6
-111.312,34.897,KINN,Kinnikinick,NF,928-774-1147/928-527-3600,NA,NA,13,NH ND 22ft VT NW NS NR,AZ,SE,Flagstaff,vault,FALSE,FALSE,FALSE,NA,NA,NA,2154,45.06
-111.093,34.427,KNOL,Knoll Lake,NF,928-477-5001/928-527-3600,mid may-mid oct,NA,33,NH ND 32ft VT DW NS NR,AZ,SE,Blue Ridge,vault,TRUE,FALSE,FALSE,NA,20,42,2290,22.69
-109.355,33.576,KPCI,KP Cienega,NF,928-339-4384/928-333-4301,mid may-mid sep,NA,5,NH ND 18ft VT DW NS NR N$,AZ,SW,Alpine,vault,TRUE,FALSE,FALSE,NA,20,37,2743,36.05
-114.193,34.227,LAPZ,La Paz County Park,CP,928-667-2069,all year,NA,150,WE DP DW SH,AZ,NE,Parker,NA,TRUE,NA,TRUE,NA,1,52,NA,12.39
-114.224,34.423,LAKH,Lake Havasu State Park,SP,928-855-2784,all year,NA,42,NH DP 35ft FT DW SH RS,AZ,E,Lake Havasu,flush,TRUE,TRUE,TRUE,NA,1,52,NA,14.81
-114.476,32.986,LAKE,Lake Martinez Military,MIL,928-783-3422,NA,military only - do not use our lat/lon - contact them for directions and info,NA,RS,AZ,NE,Yuma,NA,NA,TRUE,NA,NA,NA,NA,NA,35.57
-112.319,33.864,LAKP,Lake Pleasant,CP,928-501-1710,NA,no sewer hookups,150,WE DP 40ft FT DW SH RS L$,AZ,N,Peoria,flush,TRUE,TRUE,TRUE,NA,NA,NA,513,32.35
-109.979,34.158,LAKS,Lakeside,NF,928-368-5111/928-333-4301,mid may-mid nov,NA,91,NH DP 32ft VT DW NS RS PA,AZ,NW,Lakeside,vault,TRUE,TRUE,FALSE,TRUE,20,46,2062,0.64
-111.497,35.067,LAKE,Lakeview,NF,928-774-1147/928-527-3600,mid may-mid oct,NA,30,NH ND 28ft VT DW NS NR,AZ,SE,Flagstaff,vault,TRUE,FALSE,FALSE,NA,20,42,2117,19.79
-110.448,31.429,LAKV,Lakeview,NF,520-378-0311/520-388-8300,NA,NA,65,NH ND 32ft VT DW NS NR L$,AZ,SE,Sonoita,vault,TRUE,FALSE,FALSE,NA,NA,NA,1656,34.12
-111.604,36.86,LEES,Lees Ferry - Glen Canyon Area,NRA,928-608-6200,NA,NA,54,NH DP 30ft VT DW NS NR L$,AZ,NE,Marble Canyon,vault,TRUE,FALSE,FALSE,NA,NA,NA,972,5.63
-111.621,35.359,LOCK,Lockett Meadow,NF,928-526-8231/928-527-3600,mid jun-mid oct,NA,17,NH ND VT NW NS NR L$,AZ,N,Flagstaff,vault,FALSE,FALSE,FALSE,NA,24,42,2615,17.54
-109.776,34.142,LOSB,Los Burros,NF,928-368-5111/928-333-4301,mid may-mid oct,NA,10,NH ND 22ft VT NW NS NR N$,AZ,E,Lakeside,vault,FALSE,FALSE,FALSE,NA,20,42,2416,18.19
-111.481,33.464,LOST,Lost Dutchman State Park,SP,480-982-4485,all year,$15 on weekdays,70,WE DP 35ft FT DW SH RS,AZ,NE,Apache Junction,flush,TRUE,TRUE,TRUE,NA,1,52,631,8.37
-109.341,33.267,LOWJ,Lower Juan Miller,NF,928-687-1301/928-333-4301,NA,NA,4,NH ND VT NW NS NR N$,AZ,N,Clifton,vault,FALSE,FALSE,FALSE,NA,NA,NA,1754,24.46
-109.885,33.995,LOWL,Lower Log,RES,NA,NA,NA,100,NH ND VT DW NS,AZ,S,Hon-Dah,vault,TRUE,NA,FALSE,NA,NA,NA,1878,8.69
-112.46,34.455,LOWE,Lower Wolf Creek,NF,928-443-8000/928-443-8210,mid may-mid oct,NA,20,NH ND 40ft VT NW NS NR L$,AZ,S,Prescott,vault,FALSE,FALSE,FALSE,NA,20,42,1839,9.5
-109.082,33.835,LUNA,Luna Lake,NF,928-339-4384/928-333-4301,mid may-mid nov,NA,50,NH ND 32ft VT DW NS RS PA L$,AZ,E,Alpine,vault,TRUE,TRUE,FALSE,TRUE,20,46,2434,5.79
-109.376,34.359,LYMA,Lyman Lake State Park,SP,928-337-4441,all year,NA,61,E DP 35ft FT DW SH RS L$,AZ,S,St. Johns,flush,TRUE,TRUE,TRUE,NA,1,52,1830,16.42
-112.388,34.517,LYNX,Lynx Lake,NF,928-443-8000/928-443-8210,mid apr-mid oct,NA,36,NH ND 40ft VT DW NS NR,AZ,E,Prescott,vault,TRUE,FALSE,FALSE,NA,15,42,1719,7.89
-111.745,34.936,MANZ,Manzanita,NF,928-203-7501/928-527-3600,all year,NA,18,NH ND VT DW NS RS,AZ,NA,NA,vault,TRUE,TRUE,FALSE,NA,1,52,1470,NA
-112.12,36.05,MATH,Mather - Grand Canyon National Park,NP,928-638-7888,all year,NA,317,NH DP 30ft FT DW RS PA,AZ,E,Grand Canyon,flush,TRUE,TRUE,NA,TRUE,1,52,2134,1.93
-109.73,34.045,MCCO,McCoy Bridge,RES,NA,NA,NA,10,VT DW,AZ,E,McNary,vault,TRUE,NA,NA,NA,NA,NA,2369,12.07
-111.722,33.684,MCDO,McDowell Mountain,CP,480-471-0173,NA,NA,76,WE DP 45ft FT DW SH,AZ,N,Fountain Hills,flush,TRUE,NA,TRUE,NA,NA,NA,573,8.85
-110.645,34.968,MCHO,McHood,CP,520-289-5714,all year,NA,11,NH DP 25ft FT DW SH N$,AZ,SE,Winslow,flush,TRUE,NA,TRUE,NA,1,52,1490,7.89
-114.659,33.727,MIDL,Midland LTVA Dispersed,BLM,NA,NA,dispersed - long term - no facil,NA,NH ND NT NW NS NR,AZ,W,Quartzite,none,FALSE,FALSE,FALSE,NA,NA,NA,NA,40.23
-111.194,33.701,MILL,Mills Cove,NF,928-467-3201/602-225-5201,NA,NA,10,NR,AZ,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,665,NA
-112.12,34.693,MING,Mingus Mountain,NF,928-443-8000/928-443-8210,mid may-mid oct,steep narrow road - seek alt route,25,E ND 22ft VT NW NS NR N$,AZ,SW,Clarkdale,vault,FALSE,FALSE,FALSE,NA,20,42,2334,10.3
-110.113,36.981,MITT,Mitten View - Monument Valley,RES,NA,NA,NA,100,NH DP 35ft FT DW L$,AZ,NA,NA,flush,TRUE,NA,NA,NA,NA,NA,1709,NA
-114.472,32.817,MITL,Mittry Lake Dispersed,BLM,602-417-9200,NA,dispersed - no facil,NA,NH ND NT NW NS NR,AZ,NE,Yuma,none,FALSE,FALSE,FALSE,NA,NA,NA,NA,20.12
-110.957,34.321,MOGO,Mogollon,NF,928-537-8888/928-333-4301,mid may-mid oct,NA,26,NH DP 32ft VT DW NS NR,AZ,W,Forest Lakes,vault,TRUE,FALSE,FALSE,NA,20,42,2338,14.64
-110.692,32.337,MOLI,Molino Basin,NF,520-749-8700/520-388-8300,early nov-late jun,NA,37,NH ND 22ft VT NW NS NR PA L$,AZ,NE,Tucson,vault,FALSE,FALSE,FALSE,TRUE,45,26,1325,25.59
-110.543,36.682,NAVA,Navajo National Monument,NM,928-672-2700,all year,NA,30,NH 27ft VT DW NS NR N$,AZ,W,Kayenta,vault,TRUE,FALSE,FALSE,NA,1,52,2224,26.23
-114.435,34.714,NEER,Needle Mt Road Dispersed,BLM,NA,NA,dispersed - open desert - no facil,NA,NH ND NT NW NS NR N$,AZ,SE,Topock,none,FALSE,FALSE,FALSE,NA,NA,NA,NA,8.21
-112.061,36.211,NORT,North Rim - Grand Canyon National Park,NP,928-638-7888,mid may-late nov,NA,82,NH ND 30ft FT DW SH RS PA,AZ,NA,NA,flush,TRUE,TRUE,TRUE,TRUE,20,47,2540,NA
-111.051,33.308,OAKF,Oak Flat,NF,928-402-6201/602-225-5201,NA,NA,16,NH ND 16ft VT NW NS NR N$,AZ,E,Superior,vault,FALSE,FALSE,FALSE,NA,NA,NA,1200,4.51
-111.253,33.762,ORAN,Orange Peel,NF,928-467-3201/602-225-5201,NA,NA,20,NR,AZ,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,648,NA
-109.309,32.967,OWLC,Owl Creek,BLM,NA,NA,NA,7,NH ND VT DW NS NR,AZ,W,Threeway,vault,TRUE,FALSE,FALSE,NA,NA,NA,1037,7.72
-114.723,33.396,OXBO,Oxbow,BLM,NA,NA,NA,NA,VT NR,AZ,NA,NA,vault,NA,FALSE,NA,NA,NA,NA,NA,NA
-109.535,33.773,PACH,Pacheta Lake,RES,NA,NA,NA,10,NH ND VT DW NS,AZ,W,Alpine,vault,TRUE,NA,FALSE,NA,NA,NA,2521,37.18
-114.17,35.452,PACK,Packsaddle,BLM,NA,NA,NA,7,VT NW NR,AZ,N,Kingman,vault,FALSE,FALSE,NA,NA,NA,NA,1865,31.06
-113.048,33.023,PAIN,Painted Rock,BLM,NA,all year,NA,30,NH ND VT NW NS NR L$,AZ,W,Gila Bend,vault,FALSE,FALSE,FALSE,NA,1,52,NA,32.03
-110.854,31.49,PATA,Patagonia Lake State Park,SP,520-287-6965,all year,NA,72,E DP 35ft FT DW SH RS,AZ,SW,Patagonia,flush,TRUE,TRUE,TRUE,NA,1,52,1192,10.78
-110.716,32.538,PEPP,Peppersauce,NF,520-749-8700/520-388-8300,all year,NA,17,NH ND VT DW NS RS PA L$,AZ,SE,Oracle,vault,TRUE,TRUE,FALSE,TRUE,1,52,1417,9.5
-111.66,33.546,PHON,Phon D Sutton,NF,480-610-3301/602-225-5201,NA,tent only,15,NH ND VT NW SH NR L$,AZ,SW,New Franklin,vault,FALSE,FALSE,TRUE,NA,NA,NA,NA,76.6
-111.398,32.646,PICA,Picacho Peak State Park,SP,520-466-3183,all year,NA,85,E DP 35ft FT DW SH RS,AZ,SE,Picacho,flush,TRUE,TRUE,TRUE,NA,1,52,567,12.07
-110.83,33.287,PINA,Pinal,NF,928-402-6201/602-225-5201,mid may-mid nov,NA,14,NH ND 16ft VT NW NS NR N$,AZ,S,Globe,vault,FALSE,FALSE,FALSE,NA,20,46,2301,12.55
-111.738,35.013,PINF,Pine Flat,NF,928-203-7501/928-527-3600,early apr-late oct,NA,56,NH ND 30ft VT DW NS RS,AZ,N,Sedona,vault,TRUE,TRUE,FALSE,NA,14,43,1716,16.09
-111.812,35.224,PINE,Pine View RV Military - Camp Navajo,MIL,928-699-8866,NA,military only - do not use our lat/lon - contact them for directions and info,NA,RS,AZ,SE,Bellemont,NA,NA,TRUE,NA,NA,NA,NA,2161,2.41
-111.462,35.028,PING,Pinegrove,NF,928-774-1147/928-527-3600,early may-late sep,tent pads,46,NH DP 33ft FT DW SH RS,AZ,SE,Flagstaff,flush,TRUE,TRUE,TRUE,NA,18,39,2122,25.11
-109.271,31.933,PINE,Pinery Canyon,NF,520-364-3468/520-388-8300,NA,rough road,4,NH ND 16ft VT NW NS NR L$,AZ,W,Portal,vault,FALSE,FALSE,FALSE,NA,NA,NA,2134,12.39
-110.797,33.28,PION,Pioneer Pass,NF,928-402-6201/602-225-5201,mid may-mid nov,NA,20,NH ND 16ft VT NW NS NR N$,AZ,S,Globe,vault,FALSE,FALSE,FALSE,NA,20,46,1788,12.71
-111.113,34.299,POND,Ponderosa,NF,928-474-7901/602-225-5201,early apr-late oct,NA,61,NH DP 45ft FT DW NS RS,AZ,E,Payson,flush,TRUE,TRUE,FALSE,NA,14,43,1740,20.92
-112.154,34.711,POTA,Potato Patch,NF,928-567-4121/928-443-8210,mid may-mid oct,NA,24,E ND 40ft VT DW NS NR,AZ,SW,Clarkdale,vault,TRUE,FALSE,FALSE,NA,20,42,2127,10.94
-112.069,34.578,POWE,Powell Springs,NF,928-567-4121/928-443-8210,NA,NA,10,NH ND 16ft VT NW NS NR N$,AZ,W,Camp Verde,vault,FALSE,FALSE,FALSE,NA,NA,NA,1620,19.63
-114.2,33.66,QVAL,Quartzite - La Paz Valley,BLM,NA,NA,long term RV BLM camp near Quartzite,500,NH ND NW NS NR,AZ,S,Quartzite,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,1.61
-114.217,33.663,QPOS,Quartzite - La Posa,BLM,239-253-8279,NA,2 long term RV BLM camps near Quartzite,1000,NH DP VT DW NS NR,AZ,S,Quartzite,vault,TRUE,FALSE,FALSE,NA,NA,NA,NA,1.61
-109.329,33.799,RACC,Raccoon,NF,928-339-4384/928-333-4301,NA,NA,10,NH ND VT DW NS NR,AZ,W,Alpine,vault,TRUE,FALSE,FALSE,NA,NA,NA,2363,18.02
-109.404,33.876,RAIN,Rainbow,NF,928-333-4372/928-333-4301,mid may-mid nov,NA,161,NH DP 42ft FT DW SH RS PA,AZ,S,Greer,flush,TRUE,TRUE,TRUE,TRUE,20,46,2787,15.61
-110.304,31.428,RAMS,Ramsey Vista,NF,520-378-0311/520-388-8300,mid apr-mid oct,NA,8,NH ND 12ft VT DW NS NR L$,AZ,S,Sierra Vista,vault,TRUE,FALSE,FALSE,NA,15,42,2262,13.36
-110.29,31.429,REEF,Reef Townsite,NF,520-378-0311/520-388-8300,mid apr-mid oct,NA,14,NH ND 12ft VT DW NS NR L$,AZ,S,Sierra Vista,vault,TRUE,FALSE,FALSE,NA,15,42,2189,13.04
-111.62,33.476,REGI,Regional Park - Usery Mt RA,CP,480--984-0032,NA,NA,73,WE  DP FT DW SH RS,AZ,NA,Mesa,flush,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA
-109.5,33.844,RESE,Reservation Lake,RES,520-338-4385,NA,NA,60,NH ND VT DW NS,AZ,W,Alpine,vault,TRUE,NA,FALSE,NA,NA,NA,2792,32.99
-109.963,32.708,RIGG,Riggs Flat,NF,928-428-4150/520-388-8300,mid apr-mid nov,NA,31,NH ND 22ft VT NW NS NR L$,AZ,SW,Safford,vault,FALSE,FALSE,FALSE,NA,15,46,2675,27.68
-110.908,34.306,RIM,Rim,NF,928-537-8888/928-333-4301,mid may-mid sep,NA,26,NH DP 32ft VT DW NS NR,AZ,W,Forest Lakes,vault,TRUE,FALSE,FALSE,NA,20,37,2309,10.62
-114.141,34.254,RIVI,River Island  - Buckskin State Park,SP,928-667-3231,all year,NA,37,E DP DW SH RS,AZ,NE,Parker,NA,TRUE,TRUE,TRUE,NA,1,52,NA,17.86
-111.647,33.81,RIVS,Riverside,NF,480-595-3301/602-225-5201,NA,NA,12,NH ND VT NW NS NR L$,AZ,E,Carefree,vault,FALSE,FALSE,FALSE,NA,NA,NA,489,25.11
-109.481,32.883,RIVW,Riverview,BLM,NA,NA,NA,13,NH ND VT DW NS NR,AZ,E,Sanchez,vault,TRUE,FALSE,FALSE,NA,NA,NA,956,5.95
-111.219,34.563,ROCK,Rock Crossing,NF,928-477-5001/928-527-3600,mid may-mid sep,NA,36,NH ND 32ft VT DW NS NR L$,AZ,SE,Blue Ridge,vault,TRUE,FALSE,FALSE,NA,20,37,2241,3.86
-109.454,34.034,ROLF,Rolfe C. Hoyer,NF,928-333-4372/928-333-4301,mid may-mid sep,NA,91,NH DP 32ft FT DW SH NR,AZ,N,Greer,flush,TRUE,FALSE,TRUE,NA,20,37,2541,2.74
-109.71,32.759,ROPE,Roper Lake State Park,SP,928-428-6760,all year,for res. call 928.428.6760,65,E DP 45ft FT DW SH RS,AZ,S,Safford,flush,TRUE,TRUE,TRUE,NA,1,52,952,8.37
-110.704,32.393,ROS1,Rose Canyon,NF,520-749-8700/520-388-8300,mid apr-mid oct,NA,74,NH ND 22ft VT DW NS RS PA L$,AZ,NE,Tucson,vault,TRUE,TRUE,FALSE,TRUE,15,42,2154,28.32
-110.979,33.83,ROS2,Rose Creek,NF,928-462-4301/602-225-5201,mid may-mid oct,NA,5,NH ND 16ft VT DW NS NR N$,AZ,S,Young,vault,TRUE,FALSE,FALSE,NA,20,42,1675,30.26
-109.303,31.784,RUCF,Rucker Forest Camp,NF,520-364-3468/520-388-8300,NA,NA,14,NH DP VT NW NS NR L$,AZ,E,Elfrida,vault,FALSE,FALSE,FALSE,NA,NA,NA,1882,37.98
-109.31,31.78,RUCK,Rucker Lake,NF,NA,NA,NA,8,VT NW NR,AZ,NE,Douglas,vault,FALSE,FALSE,NA,NA,NA,NA,1872,53.43
-109.279,31.905,RUST,Rustler Park,NF,520-364-3468/520-388-8300,mid apr-mid nov,NA,25,NH ND 22ft VT DW NS NR L$,AZ,W,Rodeo  NM,vault,TRUE,FALSE,FALSE,NA,15,46,2587,22.69
-110.988,0,SAWM,Sawmill Flats,NF,928-462-4301/602-225-5201,mid may-mid oct,NA,5,NH ND VT NS NR N$,AZ,NA,NA,vault,NA,FALSE,FALSE,NA,20,42,1799,NA
-111.013,33.648,SCHO,Schoolhouse,NF,928-467-3201/602-225-5201,NA,NA,211,NH DP 32ft DW SH NR L$,AZ,E,Roosevelt,NA,TRUE,FALSE,TRUE,NA,NA,NA,665,11.43
-109.96,34.176,SCOT,Scott Reservoir,NF,928-368-5111/928-333-4301,NA,NA,15,NH ND VT NW NS NR N$,AZ,NE,Lakeside,vault,FALSE,FALSE,FALSE,NA,NA,NA,2047,2.9
-111.283,34.356,SECO,Second Crossing,NF,928-474-7901/602-225-5201,NA,NA,10,NR,AZ,N,Payson,NA,NA,FALSE,NA,NA,NA,NA,1557,14.48
-111.863,33.966,SEVE,Seven Springs,NF,480-595-3301/602-225-5201,NA,may be closed due to flooding - check,23,NH ND 16ft VT DW NS NR L$,AZ,N,Carefree,vault,TRUE,FALSE,FALSE,NA,NA,NA,1025,16.74
-109.858,32.657,SHAN,Shannon,NF,928-428-4150/520-388-8300,mid apr-mid nov,NA,11,NH ND 16ft VT NW NS NR L$,AZ,SW,Safford,vault,FALSE,FALSE,FALSE,NA,15,46,2769,24.14
-110.996,34.307,SHAR,Sharp Creek,NF,928-474-7901/602-225-5201,early apr-late oct,NA,28,NH ND 45ft VT DW NS RS PA,AZ,E,Payson,vault,TRUE,TRUE,FALSE,TRUE,14,43,1841,31.38
-110.007,34.195,SHOW,Show Low Lake,CP,928-537-4126,NA,NA,71,E DP 35ft VT DW SH,AZ,S,Show Low,vault,TRUE,NA,TRUE,NA,NA,NA,2007,6.92
-109.733,34.063,SHUT,Shush Be Tou,RES,NA,NA,NA,20,VT DW,AZ,E,McNary,vault,TRUE,NA,NA,NA,NA,NA,2397,11.59
