lon,lat,campground_code,campground_name,type,phone_number,dates_open,comments,num_campsite,amenities,state,bearing_to_town,nearest_town,toilets,drinking_water,reservations,showers,elevation_m,distance_to_town_km,station_code,station_elevation,station_dist_km
-119.274,34.513,WHEE,Wheeler Gorge,NF,805-646-4348/805-961-5778,all year,NA,70,NH ND 32ft PT DW NS RS,CA,N,Ojai,pit,TRUE,TRUE,FALSE,564,7.72,USC00046399,227,8.4
-118.871,34.792,HUNV,Hungry Valley State Veh Rec Area,SRA,661-248-7007,NA,9 camp areas along Gold Hill Rd. and Hungry Valley Rd.,150,NH ND VT NS NR L$,CA,S,Lebec,vault,NA,FALSE,FALSE,852,5.47,USC00044863,1090,4.61
-120.254,41.562,STOU,Stough Reservoir,NF,530-279-6116/530-233-5811,mid may-mid oct,NA,10,NH ND 22ft VT DW NS NR N$,CA,NA,NA,vault,TRUE,FALSE,FALSE,1926,NA,USS0020H06S,2143,4.33
-123.256,41.865,FORT,Fort Goff,NF,530-493-2243/530-842-6131,NA,NA,5,NH ND VT NW NS NR,CA,NW,Seiad,vault,FALSE,FALSE,FALSE,NA,5.47,USC00043761,341,12.03
-119.164,34.562,LION,Lions Canyon,NA,NA,NA,NA,NA,NA,CA,NE,Ojai,NA,NA,NA,NA,926,14.48,USC00046399,227,13.95
-118.928,34.716,KINC,Kings Camp,NF,661-245-3731/805-961-5778,NA,NA,7,NH ND 16ft NS NR L$,CA,SE,Maricopa,NA,NA,FALSE,FALSE,1324,57.45,USC00044863,1090,14.23
-119.166,34.55,MIDL,Middle Lion,NF,805-646-4348/805-961-5778,NA,NA,8,NH ND 30ft VT NW NS NR L$,CA,NE,Ojai,vault,FALSE,FALSE,FALSE,978,13.36,USC00046399,227,12.67
-122.829,41.927,BEVR,Beaver Creek,NF,530-493-2243/530-842-6131,NA,NA,8,NH ND NS NR N$,CA,N,Klamath River,NA,NA,FALSE,FALSE,695,7.4,USS0022G21S,1844,13.77
-118.977,34.675,DUTC,Dutchman,NF,661-245-3731/805-961-5778,NA,NA,8,NH ND PT DW NS NR L$,CA,SE,Maricopa,pit,TRUE,FALSE,FALSE,2058,57.61,USC00044863,1090,20.34
-119.183,34.532,ROSE,Rose Valley,NF,805-646-4348/805-961-5778,NA,NA,9,NH ND 16ft VT NW NS NR L$,CA,NE,Ojai,vault,FALSE,FALSE,FALSE,1046,10.78,USC00046399,227,10.2
-118.484,35.071,TEHA,Tehachapi Mountain Park,CP,NA,NA,NA,61,NH ND DW SH,CA,SW,Tehachapi,NA,TRUE,NA,TRUE,1732,7.56,USC00048829,1286,6.55
-118.311,40.469,RYEP,Rye Patch State Park,SP,775-538-7321,all year,2 campgrounds,45,NH DP 45ft FT DW SH NR,NV,NE,Lovelock,flush,TRUE,FALSE,TRUE,1247,35.08,USC00267192,1260,0.62
-119.338,34.416,LKCA,Lake Casitas,CP,805-649-2233,NA,10 campgrounds on north side of lake,400,WES FT DW,CA,NW,Ventura,flush,TRUE,NA,NA,NA,18.67,USC00046399,227,10.75
-119.412,34.338,HOBS,Hobson Park,CP,805-654-3951,NA,NA,31,E ND 34ft FT DW SH,CA,NW,Ventura,flush,TRUE,NA,TRUE,NA,18.19,USC00046399,227,20.89
-119.26,34.426,CAMC,Camp Comfort,CP,NA,NA,NA,15,WES DP 34ft FT DW SH,CA,SW,Ojai,flush,TRUE,NA,TRUE,467,2.9,USC00046399,227,3.84
-117.467,36.339,PANS,Panamint Springs,NA,775-482-7680,NA,privately owned - restaurant - some shade,67,E 50ft FT DW SH RS,CA,E,Panamint Springs,flush,TRUE,TRUE,TRUE,584,0.32,USW00053139,26,41.04
-119.403,34.333,RINC,Rincon County Parkway RV,CP,NA,NA,RV only,127,NH ND NW NS,CA,W,Ventura,NA,FALSE,NA,FALSE,NA,17.22,USC00046399,227,20.56
-124.086,41.796,JEDE,Jedediah Smith Redwoods State Park,SP,707-458-3018,mid may-late dec,NA,106,NH DP 36ft FT DW SH RS,CA,NE,Crescent City,flush,TRUE,TRUE,TRUE,NA,10.62,USW00024286,17,12.65
-118.847,34.688,HARD,Hardluck,NF,661-245-3731/805-961-5778,NA,NA,26,NH ND VT NW NS NR L$,CA,SE,Maricopa,vault,FALSE,FALSE,FALSE,875,65.18,USW00023187,1375,12.83
-123.929,41.843,PANF,Panther Flat,NF,707-457-3131/707-442-1721,mid may-late dec,NA,39,NH ND 40ft FT DW NS RS PA,CA,E,Gasquet,flush,TRUE,TRUE,FALSE,NA,3.38,USW00024286,17,26.5
-119.202,34.436,DENN,Dennison Park,CP,805-654-3951,NA,NA,NA,NH ND 35ft FT DW NS,CA,E,Ojai,flush,TRUE,NA,FALSE,NA,4.02,USC00046399,227,2.68
-123.887,41.857,GRAF,Grassy Flat,NF,707-457-3131/707-442-1721,mid may-late aug,NA,19,NH ND 30ft VT DW NS RS,CA,NE,Crescent City,vault,TRUE,TRUE,FALSE,NA,28.32,USW00024286,17,30.28
-123.476,41.932,WESB,West Branch,NF,530-493-2243/530-842-6131,NA,NA,18,NH ND 48ft VT DW NS NR N$,CA,NW,Happy Camp,vault,TRUE,FALSE,FALSE,676,17.54,USC00043761,341,16.45
-121.481,41.951,TULE,Tulelake - Butte Valley Fair RV Park,CP,NA,NA,NA,NA,NA,CA,SW,Tulelake,NA,NA,NA,NA,1228,0.64,USC00049053,1230,1.14
-118.809,34.703,LOSA,Los Alamos,NF,661-296-9710/626-574-1613,NA,NA,93,NH DP 40ft FT DW NS NR,CA,S,Gorman,flush,TRUE,FALSE,FALSE,879,11.1,USW00023187,1375,8.98
-119.387,34.318,FARI,Faria RV Park,CP,805-654-3951,NA,NA,42,E DP 34ft FT DW SH,CA,W,Ventura,flush,TRUE,NA,TRUE,NA,15.29,USC00046399,227,20.55
-123.846,41.872,PATR,Patrick Creek,NF,707-457-3131/707-442-1721,mid may-late aug,NA,13,NH ND 35ft FT DW NS RS,CA,NE,Crescent City,flush,TRUE,TRUE,FALSE,NA,32.19,USW00024286,17,34.02
-124.153,41.802,FLOR,Florence Keller County Park,CP,707-464-7230,all year,NA,50,NH ND 32ft NS L$,CA,NE,Crescent City,NA,NA,NA,FALSE,NA,6.6,USW00024286,17,7.36
-119.314,34.356,FOST,Foster Park,CP,805-654-3951,NA,NA,30,NH ND DW NS,CA,NW,Ventura,NA,TRUE,NA,FALSE,NA,11.91,USC00046399,227,12.92
-120.326,41.713,PLUM,Plum Valley,NF,530-279-6116/530-233-5811,NA,NA,7,NH ND 16ft VT NW NS NR N$,CA,SE,Davis Creek,vault,FALSE,FALSE,FALSE,1739,4.51,USS0020H06S,2143,14.93
-118.011,35.424,DOVE,Dove Springs Off Hwy Area,BLM,760-384-5400,NA,off hwy veh area - no tables,NA,NH ND VT NW NS NR,CA,N,Mohave,vault,FALSE,FALSE,FALSE,995,43.77,USC00047253,1088,33.13
-117.275,39.12,SANJ,San Juan Creek,NF,775-964-2671/775-331-6444,mid may-late oct,unknown facilities,10,NH ND NS NR N$,NV,SW,Austin,NA,NA,FALSE,FALSE,2316,45.22,USS0017K04S,2650,23.65
-124.122,41.854,RUBY,Ruby Van Devander Co Park,CP,707-464-7230,NA,NA,18,NH ND FT DW NS RS L$,CA,NE,Crescent City,flush,TRUE,TRUE,FALSE,NA,12.71,USW00024286,17,12.56
-123.022,42.035,SQUA,Squaw Lakes,NF,/541-618-2200,early may-mid sep,NA,37,NH ND NS RS L$,OR,SE,Applegate,NA,NA,TRUE,FALSE,1002,27.36,USS0022G21S,1844,14.34
-123.157,42.024,WATK,Watkins,NF,/541-618-2200,NA,NA,14,NH ND NS NR,OR,S,Applegate,NA,NA,FALSE,FALSE,629,25.91,USS0023G15S,1564,16.38
-123.166,42.024,CARB,Carberry,NF,/541-618-2200,NA,NA,13,NH ND NS NR,OR,S,Applegate,NA,NA,FALSE,FALSE,616,25.91,USS0023G15S,1564,15.69
-123.111,42.034,HARR,Harr Point,NF,/541-618-2200,NA,NA,5,NH ND NS NR,OR,S,Applegate,NA,NA,FALSE,FALSE,625,25.27,USS0023G15S,1564,19.63
-123.125,42.036,TIPS,Tipsu Tyee,NF,/541-618-2200,NA,NA,5,NR,OR,SW,Jacksonville,NA,NA,FALSE,NA,632,33.47,USS0023G15S,1564,18.46
-120.764,41.88,JANE,Janes Reservoir,NF,530-667-2246/530-233-5811,mid may-mid oct,NA,8,NH ND VT NW NS NR N$,CA,NW,Alturas,vault,FALSE,FALSE,FALSE,1571,47.31,USS0020H02S,1576,1.61
-118.044,35.315,JAWB,Jawbone Canyon Off Hwy Area,BLM,760-384-5400,NA,unknown facil - off hwy veh area,NA,NH ND NW NS NR,CA,N,Mohave,NA,FALSE,FALSE,FALSE,741,31.54,USC00045756,834,31.38
-119.319,34.282,EMMA,Emma Wood State Beach,SB,805-968-1033,mid may-late dec,NA,90,NH ND 35ft NW NS RS,CA,W,Ventura,NA,FALSE,TRUE,FALSE,NA,8.37,USW00093110,11,13.7
-122.712,42.075,MOUA,Mount Ashland,NF,NA,NA,NA,9,NH ND VT NW NS NR,CA,NA,NA,vault,FALSE,FALSE,FALSE,2012,NA,USS0022G21S,1844,11.75
-122.713,42.076,MTAS,Mt Ashland,NF,530-493-2243/530-842-6131,NA,NA,9,NH ND NS NR,OR,S,Ashland,NA,NA,FALSE,FALSE,2054,13.2,USS0022G21S,1844,11.7
-117.98,35.371,REDR,Red Rock Canyon State Park,SP,661-942-0662,NA,NA,50,30ft VT DW NR,CA,NA,NA,vault,TRUE,FALSE,NA,772,NA,USC00047253,1088,29.76
-123.129,42.052,HART,Hart-Tish Park - Applegate Lake,NF,/541-618-2200,NA,tent sites all walk-to - rv sites parking lot - free wifi,16,NH ND FT DW NS RS L$,OR,S,Applegate,flush,TRUE,TRUE,FALSE,610,23.01,USS0023G15S,1564,17.74
-119.083,34.41,STEC,Steckel Co Park,CP,805-654-3951,NA,mixed reviews,NA,E DP FT DW SH,CA,N,Santa Paula,flush,TRUE,NA,TRUE,NA,6.6,USC00046399,227,13.93
-123.457,42.023,BOLA,Bolan Lake,NF,541-471-6500/541-618-2200,NA,NA,13,NH ND NS NR,OR,SE,Cave Junction,NA,NA,FALSE,FALSE,1697,22.21,USS0023G15S,1564,11.57
-118.631,34.713,BEAR,Bear,NF,661-296-9710/626-574-1613,NA,NA,7,NH ND NW NS NR L$,CA,W,Lake Hughes,NA,FALSE,FALSE,FALSE,1649,16.74,USW00023187,1375,9.19
-117.227,36.495,EMIG,Emigrant - Death Valley National Park,NP,760-786-3200,all year,tent only - no shade,10,NH ND FT DW NS NR N$,CA,NE,Panamint Springs,flush,TRUE,FALSE,FALSE,640,40.23,USW00053139,26,13.95
-122.041,42.125,TOPS,Topsy,BLM,541--947-2177,NA,unknown facilities,NA,NH ND NS NR,OR,W,Keno,NA,NA,FALSE,FALSE,1201,9.17,USC00354403,1255,11.97
-118.722,34.6,OAKL,Oak Flat,NF,661-296-9710/626-574-1613,NA,NA,27,NH ND 32ft VT NW NS NR L$,CA,NW,Castaic,vault,FALSE,FALSE,FALSE,858,15.13,USW00023187,1375,15.93
-123.961,41.979,NORF,North Fork,NF,707-457-3131/707-442-1721,NA,rough road - RVs not recommended,5,NH ND VT NW NS NR,CA,NA,NA,vault,FALSE,FALSE,FALSE,NA,NA,USC00351058,25,28.09
-120.295,41.826,LASS,Lassen Creek,NF,530-279-6116/530-233-5811,mid may-mid oct,NA,6,NH ND VT NW NS NR N$,CA,NE,Canby,vault,FALSE,FALSE,FALSE,1631,64.05,USC00043157,1444,12.48
-123.087,42.114,JACX,Jackson  Complex,NF,/541-618-2200,NA,NA,4,NH ND DW NS NR,OR,S,Ruch,NA,TRUE,FALSE,FALSE,514,14.16,USC00357391,472,12.56
-117.668,35.652,SIER,Sierra Vista RV Park - China Lake,MIL,760-939-3440,all year,NA,NA,RS,CA,N,Ridgecrest,NA,NA,TRUE,NA,NA,4.83,USW00093104,680,4.55
-123.088,42.117,FLUM,Flumet Flat,NF,541-899-1812,NA,NA,NA,NH NR,OR,SW,Jacksonville,NA,NA,FALSE,NA,517,23.98,USC00357391,472,12.26
-118.572,34.701,SAWM,Sawmill,NF,661-296-9710/626-574-1613,NA,NA,8,NH ND 16ft VT NW NS NR L$,CA,W,Lake Hughes,vault,FALSE,FALSE,FALSE,1589,11.1,USC00042941,933,13.04
-117.147,36.607,STOV,Stove Pipe Wells - Death Valley National Park,NP,760-786-3200,early oct-late apr,some tables,190,NH DP FT DW NS NR L$,CA,NE,Panamint Springs,flush,TRUE,FALSE,FALSE,NA,40.23,USW00053139,26,0.59
-119.257,34.227,MCGR,McGrath State Beach,SB,805-968-1033,early mar-late dec,NA,173,NH DP 34ft FT DW SH RS,CA,NW,Oxnard,flush,TRUE,TRUE,TRUE,NA,8.05,USW00093110,11,5.46
-122.627,42.153,EMIL,Emigrant Lake - Point Park,CP,541-774-8183,NA,NA,NA,WES DP 45ft DW SH,OR,SE,Ashland,NA,TRUE,NA,TRUE,653,8.21,USC00350304,532,9.81
-118.948,34.408,KENN,Kenney Grove County Park,CP,NA,NA,NA,NA,WE ND DW SH,CA,NE,Santa Paula,NA,TRUE,NA,TRUE,NA,11.75,USW00023136,24,24.6
-117.141,39.225,KING,Kingston,NF,775-964-2671/775-331-6444,NA,NA,18,NH ND 35ft VT NW NS NR,NV,S,Austin,vault,FALSE,FALSE,FALSE,2175,30.42,USS0017K04S,2650,7.7
-122.464,42.167,HYAT,Hyatt Lake,BLM,541-618-2200,NA,NA,NA,NH DP NR,OR,E,Ashland,NA,NA,FALSE,NA,1562,20.44,USC00354060,1392,9.71
-118.758,34.53,BLUP,Blue Point,NA,NA,NA,NA,NA,NA,CA,W,Castaic,NA,NA,NA,NA,NA,12.87,USW00023187,1375,23.9
-118.53,34.691,UPPK,Upper Shake,NF,661-296-9710/626-574-1613,NA,NA,17,NH ND 22ft VT NW NS NR L$,CA,W,Lake Hughes,vault,FALSE,FALSE,FALSE,1362,7.24,USC00042941,933,9.32
-123.431,42.115,CAVE,Cave Creek,NF,541-471-6500/541-618-2200,NA,NA,20,NH ND NS NR,OR,E,Cave Junction,NA,NA,FALSE,FALSE,871,18.67,USS0023G15S,1564,8.47
-122.436,42.188,WILT,Wildcat,NF,541--416-6500,NA,NA,NA,NR,OR,E,Ashland,NA,NA,FALSE,NA,1565,22.53,USC00354060,1392,6.42
-124.204,41.971,CLIF,Clifford Kamph Co Park,CP,707-464-7230,NA,tent only,9,NH ND NS,CA,NW,Smith River,NA,NA,NA,FALSE,NA,6.76,USC00351058,25,10.88
-121.749,42.164,KING,Kingsley Military,MIL,541-885-6365,NA,military only - do not use our lat/lon - contact them for directions and info,NA,RS,OR,S,Klamath Falls,NA,NA,TRUE,NA,1246,7.24,USW00094236,1245,2.79
-122.391,42.204,APSE,Apserkaha Park  - Howard Prairie Lake,CP,541-774-8183,NA,NA,9,WE ND VT SH,OR,E,Ashland,vault,NA,NA,TRUE,1402,26.23,USS0022G26S,1396,2.48
-122.391,42.204,WILL,Willow Lake County Park,CP,541-774-8183,NA,NA,65,WE DP FT DW SH,OR,NA,Butte Falls,flush,TRUE,NA,TRUE,NA,NA,USS0022G26S,1396,2.48
-117.137,39.346,BIGC,Big Creek,NF,775-964-2671/775-331-6444,NA,NA,17,NH ND 25ft VT NW NS NR,NV,S,Austin,vault,FALSE,FALSE,FALSE,2070,17.38,USS0017K04S,2650,6.64
-118.761,34.474,LKPU,Lake Piru State Rec Area,SRA,805-521-1500,NA,NA,235,E DP 40ft FT DW SH RS,CA,NE,Piru,flush,TRUE,TRUE,TRUE,NA,7.24,USW00023187,1375,30.1
-122.376,42.211,KLUM,Klum Landing  - Howard Prairie Lake,CP,541-774-8183,mid apr-mid sep,NA,30,NH ND FT DW SH,OR,E,Ashland,flush,TRUE,NA,TRUE,1386,27.52,USS0022G26S,1396,1.12
-122.376,42.211,RESO,The Resort - Howard Prairie Lake,CP,541-774-8183,mid apr-mid oct,NA,300,E ND FT DW SH,OR,E,Ashland,flush,TRUE,NA,TRUE,1386,27.52,USS0022G26S,1396,1.12
-124.105,42.019,WINC,Winchuck,NF,541-247-3600/541-618-2200,NA,NA,25,NH ND NS NR,OR,E,Brookings,NA,NA,FALSE,FALSE,NA,15.29,USC00351058,25,15.44
-123.461,42.143,GRAY,Grayback,NF,541-471-6500/541-618-2200,NA,swimming hole nearby,45,E ND NS NR,OR,E,Cave Junction,NA,NA,FALSE,FALSE,584,15.61,USS0023G15S,1564,12.21
-122.402,42.216,WILP,Willow Point - Howard Prairie Lake,CP,541-774-8183,NA,NA,41,NH DP VT SH,OR,S,Butte Falls,vault,NA,NA,TRUE,1393,38.79,USC00354060,1392,2.25
-119.207,34.173,FAIR,Fairways RV Military - Port Hueneme NCB,MIL,805-982-6123,NA,military only - do not use our lat/lon - contact them for directions and info,NA,E DP FT DW SH RS,CA,S,Port Hueneme,flush,TRUE,TRUE,TRUE,NA,0.8,USW00093110,11,3.08
-119.221,34.162,CHAN,Channel Islands Coast Guard Military,MIL,805-861-0785,NA,military only - do not use our lat/lon - contact them for directions and info,NA,RS,CA,SW,Oxnard,NA,NA,TRUE,NA,NA,5.63,USW00093110,11,4.5
-124.108,42.036,LUDL,Ludlum,NF,541-247-3600/541-618-2200,NA,NA,15,NH ND NS NR L$,OR,E,Chetco,NA,NA,FALSE,FALSE,NA,15.13,USC00351058,25,14.93
-117.185,36.266,WILR,Wildrose - Death Valley National Park,NP,760-786-3200,all year,NA,23,NH ND 25ft VT DW NS NR N$,CA,NA,NA,vault,TRUE,FALSE,FALSE,1288,NA,USC00042319,-59,35.9
-118.503,34.639,COTT,Cottonwood,NF,661-296-9710/626-574-1613,NA,NA,22,NH ND 22ft VT NW NS NR L$,CA,SW,Lake Hughes,vault,FALSE,FALSE,FALSE,837,6.12,USC00042941,933,9.94
-120.029,41.835,FEER,Fee Reservoir,BLM,530-279-6101,NA,tables unknown,7,NH ND VT NW NS NR,CA,E,Fort Bidwell,vault,FALSE,FALSE,FALSE,1604,10.62,USC00043157,1444,11.41
-123.066,42.221,CANR,Cantrell Buckley Park,CP,541-774-8183,NA,NA,NA,NH ND DW SH,OR,SW,Jacksonville,NA,TRUE,NA,TRUE,464,13.2,USC00357391,472,1.57
-122.425,42.255,GRIZ,Grizzly  - Howard Prairie Lake,CP,541-774-8183,mid apr-mid sep,NA,21,NH ND VT NS,OR,E,Ashland,vault,NA,NA,FALSE,1386,24.46,USC00354060,1392,4.6
-117.548,35.573,WAGO,Wagon Wheel Off Hwy Area,BLM,NA,NA,open desert - few facilities,NA,NH ND VT NW NS NR,CA,SW,Trona,vault,FALSE,FALSE,FALSE,984,26.39,USW00093104,680,18.28
-122.432,42.271,LILY,Lily Glen  - Howard Prairie Lake,CP,541-774-8183,mid apr-mid oct,horse corrals,12,NH ND VT DW NS,OR,E,Ashland,vault,TRUE,NA,FALSE,1389,24.46,USC00354060,1392,6.24
-118.606,34.506,CAST,Castaic Lake,CP,661-257-4050,NA,Few facilities - is on Castaic Lagoon - call for reserv,60,NH DP RS,CA,N,Santa Clarita,NA,NA,TRUE,NA,NA,12.87,USC00042941,933,27.36
-124.267,42.044,BROO,Brookings Harbor Beachfront RV Park,CP,541-469-5867,NA,NA,NA,E DP DW SH,OR,SE,Brookings,NA,TRUE,NA,TRUE,NA,1.77,USC00351058,25,1.74
-116.85,38.795,PIN1,Pine Creek,NF,775-482-6286/775-331-6444,NA,NA,32,35ft VT NW NR,NV,NA,NA,vault,FALSE,FALSE,NA,2288,NA,USC00267620,1721,28.17
-120.706,42.085,DOGL,Dog Lake,NF,541-947-6328/541-947-2151,NA,NA,26,NH ND NS NR,OR,W,Lakeview,NA,NA,FALSE,FALSE,1594,31.86,USS0020H01S,1731,10.62
-120.322,41.994,GOOS,Goose Lake State Park,SP,541-947-3111,early may-late sep,NA,48,E DP DW SH RS L$,OR,S,Lakeview,NA,TRUE,TRUE,TRUE,1442,21.73,USS0020H12S,2243,11.77
-122.367,42.304,BEAV,Beaver Dam,NF,541-865-2700/541-618-2200,mid may-mid nov,NA,4,NH ND VT NW NS NR L$,OR,SE,Butte Falls,vault,FALSE,FALSE,FALSE,1405,31.22,USC00354060,1392,8.39
-124.307,42.067,HARP,Harris Beach State Park,SP,541-469-2021,all year,NA,NA,WES DP DW SH RS,OR,NW,Brookings,NA,TRUE,TRUE,TRUE,NA,2.57,USC00351058,25,2.79
-122.365,42.307,DALE,Daley Creek,NF,541-865-2700/541-618-2200,NA,NA,7,NH ND NS NR,OR,SE,Butte Falls,NA,NA,FALSE,FALSE,1401,31.06,USS0022G14S,1420,8.2
-120.204,41.979,CAVL,Cave Lake,NF,530-279-6116/530-233-5811,mid jul-mid oct,NA,3,NH ND VT NW NS NR N$,CA,E,New Pine Creek,vault,FALSE,FALSE,FALSE,2082,7.89,USS0020H12S,2243,2.33
-121.129,42.204,GERB,Gerber Reservoir,BLM,541-883-6916,NA,NA,NA,NH DP 30ft NS NR,OR,E,Bonanza,NA,NA,FALSE,FALSE,1474,22.85,USC00353232,1478,0.23
-118.39,34.61,SPUN,Spunky,NF,661-296-9710/626-574-1613,NA,NA,10,NH ND VT NW NS NR L$,CA,NE,Santa Clarita,vault,FALSE,FALSE,FALSE,996,28,USC00042941,933,11.15
-118.819,34.289,OAKP,Oak Park,CP,NA,NA,NA,16,E DP FT DW NS,CA,NW,Simi Valley,flush,TRUE,NA,FALSE,NA,4.02,USC00049785,241,25.47
-124.189,42.113,ALFR,Alfred A Loeb State Park,SP,541-469-2021,all year,NA,NA,NH DW SH RS L$,OR,NE,Brookings,NA,TRUE,TRUE,TRUE,1484,10.3,USC00351058,25,11.03
-117.071,36.237,THOR,Thorndike - Death Valley National Park,NP,760-786-3200,ealry mar-late nov,high clearance - 4WD,6,NH ND VT NW NS NR N$,CA,NA,NA,vault,FALSE,FALSE,FALSE,2277,NA,USC00042319,-59,30.99
-119.104,34.1,POIM,Point Mugu Military,MIL,805-989-8407,NA,military only - do not use our lat/lon - contact them for directions and info,NA,RS,CA,NA,NA,NA,NA,TRUE,NA,NA,NA,USW00093111,4,2.19
-117.068,36.231,MAHO,Mahogany Flat - Death Valley National Park,NP,760-786-3200,ealry mar-late nov,high clearance - 4 wheel drive,10,NH ND VT NW NS NR N$,CA,NA,NA,vault,FALSE,FALSE,FALSE,2499,NA,USC00042319,-59,31.37
-124.177,42.129,MILB,Miller Bar,NF,541-247-3600/541-618-2200,NA,NA,50,NR,OR,NE,Brookings,NA,NA,FALSE,NA,NA,12.23,USC00351058,25,12.97
-118.432,34.55,STRE,Streamside,NF,661-296-9710/626-574-1613,NA,NA,9,NH ND VT NW NS NR L$,CA,NE,Santa Clarita,vault,FALSE,FALSE,FALSE,720,20.28,USC00042941,933,17.2
-120.579,42.12,DREW,Drews Creek,NF,541-947-6328/541-947-2151,NA,NA,12,NH ND NS NR,OR,W,Lakeview,NA,NA,FALSE,FALSE,1481,20.76,USS0020H01S,1731,18.57
-124.155,42.146,NOOK,Nook Bar,NF,541-247-3600/541-618-2200,NA,NA,34,NR,OR,NE,Brookings,NA,NA,FALSE,NA,NA,14.81,USC00351058,25,15.59
-123.686,42.242,JOSE,Josephine Creek Camp,NF,541-471-6500/541-618-2200,NA,NA,6,NH VT NW NR,OR,SW,Selma,vault,FALSE,FALSE,NA,776,7.08,USS0023G15S,1564,33.78
-116.997,39.458,BOBS,Bob Scott,NF,775-964-2671/775-331-6444,early apr-late sep,NA,18,NH ND 35ft FTVT DW NS NR N$,NV,SE,Austin,flush_and_vault,TRUE,FALSE,FALSE,2203,7.08,USC00260507,2066,7.21
-124.145,42.153,LITR,Little Redwood,NF,541-247-3600/541-618-2200,NA,NA,12,NH ND NS NR,OR,NE,Brookings,NA,NA,FALSE,FALSE,NA,15.93,USC00351058,25,16.73
-124.143,42.156,REDW,Redwood Bar,NF,541-247-3600/541-618-2200,NA,NA,54,NH ND NS NR L$,OR,NE,Chetco,NA,NA,FALSE,FALSE,NA,16.58,USC00351058,25,17.08
-118.71,34.323,TAPO,Tapo Canyon Co Park,CP,NA,NA,expensive,16,WES DP FT DW SH,CA,NE,Simi Valley,flush,TRUE,NA,TRUE,NA,8.85,USC00049785,241,20.02
-123.581,42.268,LAKS,Lake Selmac County Park,CP,541-474-5285,NA,4 campgrounds,NA,NA,OR,SE,Selma,NA,NA,NA,NA,519,3.22,USC00353445,284,27.42
-118.177,34.726,ANTE,Antelope Valley Fairgrounds RV Park,CP,661-206-0427,NA,no tents,62,E ND DW SH,CA,NW,Lancaster,NA,TRUE,NA,TRUE,706,4.83,USW00003159,713,3.59
-117.37,35.619,TRON,Trona Pinnacles,BLM,NA,NA,open desert - vault toilet - maybe no tables,NA,NH ND VT NW NS NR,CA,S,Trona,vault,FALSE,FALSE,FALSE,536,15.93,USC00049035,517,16.15
-122.205,42.371,SUNT,Sunset,NF,541-885-3406/541-947-2151,mid may-late aug,NA,97,NH ND NS RS PA,OR,NW,Klamath Falls,NA,NA,TRUE,FALSE,1539,38.46,USS0022G13S,1609,6.89
-119.033,34.082,THOB,Thornhill Broome - Point Mugu State Park,SP,818-880-0363,NA,RV park on beach,NA,NH 31ft PT RS,CA,SW,Thousand Oaks,pit,NA,TRUE,NA,NA,20.44,USW00093111,4,8.63
-122.359,42.378,NORF,North Fork,NF,541-865-2700/541-618-2200,NA,NA,13,NH ND NS NR L$,OR,SE,Butte Falls,NA,NA,FALSE,FALSE,1429,24.94,USS0022G14S,1420,0.77
-124.132,42.187,SOUC,South Fork Camps,NF,541-247-3600/541-618-2200,NA,NA,10,NH ND NS NR,OR,NE,Brookings,NA,NA,FALSE,FALSE,NA,19.47,USC00351058,25,20.25
-122.214,42.384,ASPE,Aspen Point,NF,541-885-3406/541-947-2151,early jun-late aug,NA,186,NH DP NS RS PA,OR,NW,Klamath Falls,NA,NA,TRUE,FALSE,1538,39.75,USS0022G13S,1609,5.44
-120.173,42.058,DEEP,Deep Creek,NF,541-947-6328/541-947-2151,NA,NA,10,NH ND NS NR,OR,SE,Lakeview,NA,NA,FALSE,FALSE,1802,20.44,USS0020H12S,2243,7.58
-122.325,42.393,DOEP,Doe Point,NF,541-865-2700/541-618-2200,NA,NA,47,NH DP NS NR,OR,E,White City,NA,NA,FALSE,FALSE,1496,42,USS0022G14S,1420,2.51
-122.313,42.394,FISL,Fish Lake,NF,541-865-2700/541-618-2200,NA,NA,66,NH ND NS NR,OR,NW,Klamath Falls,NA,NA,FALSE,FALSE,1445,47.64,USS0022G14S,1420,3.42
-117.925,34.918,EDWA,Edwards AFB Military,MIL,661-275-2267,NA,military only - do not use our lat/lon - contact them for directions and info,NA,RS,CA,NA,NA,NA,NA,TRUE,NA,712,NA,USC00045756,834,26.07
-119.013,34.071,SYPM,Sycamore - Point Mugu State Park,SP,818-880-0363,NA,NA,58,DP 31ft FT DW SH RS,CA,SE,Oxnard,flush,TRUE,TRUE,TRUE,NA,20.6,USW00093111,4,10.83
-120.151,42.063,DISM,Dismal Creek,NF,541-947-6328/541-947-2151,NA,NA,7,NR,OR,SW,Adel,NA,NA,FALSE,NA,1762,24.46,USS0020H12S,2243,8.46
-116.869,36.463,FURN,Furnace Creek - Death Valley National Park,NP,760-786-3200,all year,no reserv mid apr-mid oct - some shade - restaurant,136,NH DP 35ft FT DW NS RS PA,CA,N,Furnace Creek,flush,TRUE,TRUE,FALSE,NA,0.64,USC00042319,-59,0.21
-121.814,42.384,HAGE,Hagelstein Park,CP,541-883-5121,NA,NA,10,NA,OR,N,Klamath Falls,NA,NA,NA,NA,1267,17.86,USS0021G16S,2082,11.4
-123.73,42.297,SIXM,Sixmile Camp,NF,541-471-6500/541-618-2200,NA,NA,10,NR,OR,W,Selma,NA,NA,FALSE,NA,NA,9.5,USC00353445,284,36.35
